incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24149881,12/28/2024 2:05:00 PM,12/28/2024 3:00:00 AM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,2100 BLOCK PORTLAND AVE,LOUISVILLE,40212,1128
LMPD24149888,12/28/2024 1:36:00 PM,12/28/2024 1:20:00 PM,5623,51 DISORDERLY CONDUCT,DISORDERLY CONDUCT - 2ND DEGREE 525.060 02371 90C,90C,B,NO,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,500 BLOCK S 4TH ST,LOUISVILLE,40202,1129
LMPD24150417,12/30/2024 4:38:00 AM,12/30/2024 4:38:00 AM,5481,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,7TH DIVISION,736,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,3400 BLOCK FERN VALLEY RD,LOUISVILLE,40213,1130
LMPD24150156,12/29/2024 8:44:00 AM,12/29/2024 8:44:00 AM,5371,56 ALL OTHER OFFENSES,FAIL OF NON-OWNER/OPER TO MAINTAIN REQ INS/SECURITY 1ST OFF 304.99-060 00482 90Z,90Z,B,NO,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,I65N AT HOSPITAL CURVE,LOUISVILLE,40202,1131
LMPD24150152,12/29/2024 8:43:00 AM,12/29/2024 4:30:00 AM,8644,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,436,RESIDENCE/HOME,300 BLOCK W KENWOOD WAY,LOUISVILLE,40214,1132
LMPD24150290,12/29/2024 3:00:00 AM,12/29/2024 3:00:00 AM,5019,11 SIMPLE ASSAULT,"ASSAULT, 4TH DEGREE DATING VIOLENCE (NO VISIBLE INJURY) 508.030 00786 13B",13B,A,YES,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO),5200 BLOCK RUSSETT BLVD,LOUISVILLE,40218,1133
LMPD24150398,12/30/2024 4:02:00 AM,12/30/2024 4:02:00 AM,5386,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,2ND DIVISION,236,OTHER RESIDENCE (APARTMENT/CONDO),3400 BLOCK CATHE DYKSTRA WAY,LOUISVILLE,40216,1134
LMPD24150255,12/29/2024 8:30:00 AM,12/29/2024 8:30:00 AM,7116,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3300 BLOCK LESTER AVE,LOUISVILLE,40215,1135
LMPD24150091,12/29/2024 2:49:00 AM,12/29/2024 2:49:00 AM,5552,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,613,RESIDENCE/HOME,5100 BLOCK GARDEN GREEN WAY,LOUISVILLE,40218,1136
LMPD24150523,12/30/2024 4:00:00 AM,12/30/2024 4:00:00 AM,8624,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,6TH DIVISION,624,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,4300 BLOCK NORBROOK DR,LOUISVILLE,40218,1137
LMPD24150161,12/29/2024 8:30:00 AM,12/29/2024 8:30:00 AM,5442,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,1ST DIVISION,112,RESIDENCE/HOME,2100 BLOCK MAGAZINE ST,LOUISVILLE,40211,1138
LMPD24150082,12/29/2024 2:49:00 AM,12/29/2024 1:30:00 AM,5367,32 EMBEZZLEMENT,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096E 270",270,A,YES,1ST DIVISION,135,RESIDENCE/HOME,500 BLOCK E JEFFERSON ST,LOUISVILLE,40202,1139
LMPD24150073,12/29/2024 2:38:00 AM,12/29/2024 2:38:00 AM,5180,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),1500 BLOCK CRUMS LN,LOUISVILLE,40216,1140
LMPD24150073,12/29/2024 2:38:00 AM,12/29/2024 2:38:00 AM,5180,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,999,B,NO,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),1500 BLOCK CRUMS LN,LOUISVILLE,40216,1141
LMPD24150220,12/29/2024 4:16:00 PM,12/29/2024 3:00:00 AM,8611,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,2ND DIVISION,223,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1700 BLOCK WILSON AVE,LOUISVILLE,40210,1142
LMPD24150395,12/30/2024 3:50:00 AM,12/30/2024 3:50:00 AM,5615,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK NICHOLS MEADOW CIR,LOUISVILLE,40215,1143
LMPD24150072,12/29/2024 2:15:00 AM,12/29/2024 2:00:00 AM,5613,23 THEFT OTHER,THEFT OF SERVICES 514.060(4) 23481 23H,23H,A,YES,4TH DIVISION,412,RESIDENCE/HOME,700 BLOCK DAVID FAIRLEIGH CT,LOUISVILLE,40217,1144
LMPD24150255,12/29/2024 8:30:00 AM,12/29/2024 8:30:00 AM,7116,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,999,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3300 BLOCK LESTER AVE,LOUISVILLE,40215,1145
LMPD24150226,12/29/2024 4:12:00 PM,12/29/2024 5:00:00 AM,5263,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT 1ST - DISCHARGE OF FIREARM 508.060 13204 13A,13A,A,YES,3RD DIVISION,331,RESIDENCE/HOME,2300 BLOCK ELMHURST AVE,LOUISVILLE,40216,1146
LMPD24150395,12/30/2024 3:50:00 AM,12/30/2024 3:50:00 AM,5615,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK NICHOLS MEADOW CIR,LOUISVILLE,40215,1147
LMPD24151075,12/29/2024 2:00:00 AM,12/29/2024 2:00:00 AM,8584,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,4TH DIVISION,450,RESIDENCE/HOME,4200 BLOCK NANEEN DR,LOUISVILLE,40216,1148
LMPD24150255,12/29/2024 8:30:00 AM,12/29/2024 8:30:00 AM,7116,10 KIDNAPPING ONLY,UNLAWFUL IMPRISONMENT-2ND DEGREE 509.030 02606 100,100,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3300 BLOCK LESTER AVE,LOUISVILLE,40215,1149
LMPD24150226,12/29/2024 4:12:00 PM,12/29/2024 5:00:00 AM,5263,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,331,RESIDENCE/HOME,2300 BLOCK ELMHURST AVE,LOUISVILLE,40216,1150
LMPD24150052,12/29/2024 1:42:00 AM,12/29/2024 1:42:00 AM,5266,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,3RD DIVISION,323,RESTAURANT,100 BLOCK OUTER LOOP,LOUISVILLE,40214,1151
LMPD24150255,12/29/2024 8:30:00 AM,12/29/2024 8:30:00 AM,7116,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3300 BLOCK LESTER AVE,LOUISVILLE,40215,1152
LMPD24150383,12/30/2024 3:32:00 AM,12/30/2024 12:17:00 AM,8643,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,4TH DIVISION,411,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1300 BLOCK S 1ST ST,LOUISVILLE,40208,1153
LMPD24150238,12/29/2024 4:00:00 PM,12/29/2024 4:00:00 PM,7263,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,3RD DIVISION,323,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,NATIONAL TPKE & KY-841 W,LOUISVILLE-JEFFERSON COUNTY,40118,1154
LMPD24150061,12/29/2024 1:27:00 AM,12/29/2024 1:27:00 AM,5266,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,3RD DIVISION,323,RESIDENCE/HOME,9200 BLOCK W MANSLICK RD,LOUISVILLE,40272,1155
LMPD24150147,12/29/2024 7:54:00 AM,12/29/2024 7:54:00 AM,5530,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,8TH DIVISION,812,OTHER RESIDENCE (APARTMENT/CONDO),9100 BLOCK RAINBOW SPRINGS CT,LOUISVILLE,40241,1156
LMPD24150390,12/30/2024 3:15:00 AM,12/30/2024 3:15:00 AM,5442,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE 218A.1415 42203 35A,35A,A,YES,1ST DIVISION,111,RESIDENCE/HOME,400 BLOCK N 29TH ST,LOUISVILLE,40212,1157
LMPD24150218,12/29/2024 4:00:00 PM,12/29/2024 4:00:00 PM,7116,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1200 BLOCK SALE AVE,LOUISVILLE,40215,1158
LMPD24150050,12/29/2024 1:23:00 AM,12/29/2024 1:23:00 AM,5180,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK HENRY AVE,LOUISVILLE,40215,1159
LMPD24150146,12/29/2024 7:47:00 AM,12/29/2024 7:47:00 AM,5547,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,5TH DIVISION,512,OTHER RESIDENCE (APARTMENT/CONDO),1300 BLOCK MORTON AVE,LOUISVILLE,40204,1160
LMPD24150390,12/30/2024 3:15:00 AM,12/30/2024 3:15:00 AM,5442,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,1ST DIVISION,111,RESIDENCE/HOME,400 BLOCK N 29TH ST,LOUISVILLE,40212,1161
LMPD24150218,12/29/2024 4:00:00 PM,12/29/2024 4:00:00 PM,7116,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1200 BLOCK SALE AVE,LOUISVILLE,40215,1162
LMPD24150079,12/29/2024 1:22:00 AM,12/29/2024 1:22:00 AM,5606,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,999,B,NO,1ST DIVISION,111,RESIDENCE/HOME,2300 BLOCK DUNCAN ST,LOUISVILLE,40212,1163
LMPD24150150,12/29/2024 7:40:00 AM,12/29/2024 7:40:00 AM,5498,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,2ND DIVISION,211,RESIDENCE/HOME,600 BLOCK S 40TH ST,LOUISVILLE,40211,1164
LMPD24150392,12/30/2024 3:11:00 AM,12/30/2024 3:11:00 AM,5515,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,YES,4TH DIVISION,436,RESIDENCE/HOME,600 BLOCK DOUGLAS PARK,LOUISVILLE,40214,1165
LMPD24150212,12/29/2024 3:59:00 PM,12/28/2024 9:00:00 AM,8611,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,3RD DIVISION,315,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7300 BLOCK GLOBAL DR,LOUISVILLE,40258,1166
LMPD24150079,12/29/2024 1:22:00 AM,12/29/2024 1:22:00 AM,5606,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2300 BLOCK DUNCAN ST,LOUISVILLE,40212,1167
LMPD24150145,12/29/2024 7:25:00 AM,12/29/2024 7:25:00 AM,5586,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,YES,1ST DIVISION,111,RESIDENCE/HOME,300 BLOCK N 29TH ST,LOUISVILLE,40212,1168
LMPD24150392,12/30/2024 3:11:00 AM,12/30/2024 3:11:00 AM,5515,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,4TH DIVISION,436,RESIDENCE/HOME,600 BLOCK DOUGLAS PARK,LOUISVILLE,40214,1169
LMPD24150224,12/29/2024 3:58:00 PM,12/29/2024 3:58:00 PM,5634,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,6TH DIVISION,611,OTHER/UNKNOWN,1200 BLOCK SPRINGDALE DR,LOUISVILLE,40213,1170
LMPD24150142,12/29/2024 7:15:00 AM,12/29/2024 7:15:00 AM,5500,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,2ND DIVISION,211,RESIDENCE/HOME,200 BLOCK N 34TH ST,LOUISVILLE,40212,1171
LMPD24150046,12/29/2024 1:19:00 AM,12/29/2024 1:19:00 AM,7418,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,723,RESIDENCE/HOME,8400 BLOCK CARMIL DR,LOUISVILLE,40291,1172
LMPD24150392,12/30/2024 3:11:00 AM,12/30/2024 3:11:00 AM,5515,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,4TH DIVISION,436,RESIDENCE/HOME,600 BLOCK DOUGLAS PARK,LOUISVILLE,40214,1173
LMPD24150224,12/29/2024 3:58:00 PM,12/29/2024 3:58:00 PM,5634,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,NO,6TH DIVISION,611,OTHER/UNKNOWN,1200 BLOCK SPRINGDALE DR,LOUISVILLE,40213,1174
LMPD24150217,12/29/2024 7:00:00 AM,12/29/2024 7:00:00 AM,2927,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,NO,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO),4700 BLOCK SOUTHERN PKY,LOUISVILLE,40214,1175
LMPD24150051,12/29/2024 1:17:00 AM,12/29/2024 1:17:00 AM,5264,11 SIMPLE ASSAULT,ENDANGERING THE WELFARE OF A MINOR 530.060 02002 90F,90F,B,NO,7TH DIVISION,735,RESIDENCE/HOME,5400 BLOCK TACOMA CT,LOUISVILLE,40219,1176
LMPD24150392,12/30/2024 3:11:00 AM,12/30/2024 3:11:00 AM,5515,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,999,B,NO,4TH DIVISION,436,RESIDENCE/HOME,600 BLOCK DOUGLAS PARK,LOUISVILLE,40214,1177
LMPD24150208,12/29/2024 3:37:00 PM,12/28/2024 2:45:00 PM,8499,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,7TH DIVISION,711,PARKING/ DROP LOT/ GARAGE,9800 BLOCK MICHAEL EDWARD DR,LOUISVILLE,40291,1178
LMPD24150213,12/29/2024 7:00:00 AM,12/29/2024 7:00:00 AM,2959,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,7TH DIVISION,712,RESIDENCE/HOME,9900 BLOCK SILO WAY,LOUISVILLE,40291,1179
LMPD24150047,12/29/2024 1:13:00 AM,12/29/2024 1:13:00 AM,5518,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,1ST DIVISION,123,RESTAURANT,100 BLOCK S 7TH ST,LOUISVILLE,40202,1180
LMPD24150373,12/30/2024 3:00:00 AM,12/30/2024 3:00:00 AM,6129,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,711,PARKING/ DROP LOT/ GARAGE,5900 BLOCK BARDSTOWN RD,LOUISVILLE,40291,1181
LMPD24150208,12/29/2024 3:37:00 PM,12/30/2024 3:00:00 PM,8499,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE 514.110(3)(c) 28014 280",280,A,YES,2ND DIVISION,223,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1500 BLOCK W OAK ST,LOUISVILLE,40210,1182
LMPD24150217,12/29/2024 7:00:00 AM,12/29/2024 7:00:00 AM,2927,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO),4700 BLOCK SOUTHERN PKY,LOUISVILLE,40214,1183
LMPD24150055,12/29/2024 1:10:00 AM,12/29/2024 1:10:00 AM,5613,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1000 BLOCK CHARLES ST,LOUISVILLE,40204,1184
LMPD24150749,12/30/2024 3:00:00 AM,12/30/2024 3:00:00 AM,8584,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,5TH DIVISION,513,PARKING/ DROP LOT/ GARAGE,2400 BLOCK URSULINE RD,LOUISVILLE,40205,1185
LMPD25900042,12/29/2024 3:35:00 PM,12/29/2024 3:35:00 PM,8185,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,4TH DIVISION,423,RESIDENCE/HOME,500 BLOCK W WHITNEY AVE,LOUISVILLE,40215,1186
LMPD24150131,12/29/2024 6:54:00 AM,12/28/2024 8:00:00 PM,8644,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,123,RESIDENCE/HOME,400 BLOCK ROY WILKINS AVE,LOUISVILLE,40203,1187
LMPD24150055,12/29/2024 1:10:00 AM,12/29/2024 1:10:00 AM,5613,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1000 BLOCK CHARLES ST,LOUISVILLE,40204,1188
LMPD24150377,12/30/2024 2:51:00 AM,12/30/2024 2:51:00 AM,5591,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,4TH DIVISION,424,RESIDENCE/HOME,3300 BLOCK PEACHTREE AVE,LOUISVILLE,40215,1189
LMPD24150210,12/29/2024 3:30:00 PM,12/29/2024 3:20:00 PM,7340,12 INTIMIDATION,STALKING-1ST DEGREE 508.140 13242 13C,13C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,100 BLOCK MILLS DR,LOUISVILLE,40216,1190
LMPD24150055,12/29/2024 1:10:00 AM,12/29/2024 1:10:00 AM,5613,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1000 BLOCK CHARLES ST,LOUISVILLE,40204,1191
LMPD24150129,12/29/2024 6:49:00 AM,12/29/2024 4:00:00 AM,8620,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,1ST DIVISION,123,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 5TH ST & W MAIN ST,LOUISVILLE,40202,1192
LMPD24150211,12/29/2024 3:25:00 PM,12/29/2024 3:13:00 PM,7975,55 TRESPASSING,CRIMINAL TRESPASSING-3RD DEGREE 511.080 02617 90J,90J,B,NO,3RD DIVISION,322,OTHER/UNKNOWN,5400 BLOCK NEW CUT RD,LOUISVILLE,40214,1193
LMPD24150366,12/30/2024 2:46:00 AM,12/30/2024 2:46:00 AM,5180,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3800 BLOCK CRAIG AVE,LOUISVILLE,40215,1194
LMPD24151083,12/29/2024 1:00:00 AM,12/29/2024 1:00:00 AM,5571,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,3RD DIVISION,331,PARKING/ DROP LOT/ GARAGE,7800 BLOCK ST ANDREWS CHURCH RD,LOUISVILLE,40214,1195
LMPD24150353,12/30/2024 2:30:00 AM,12/30/2024 2:30:00 AM,5470,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,1100 BLOCK BEECHER ST,LOUISVILLE,40215,1196
LMPD24150207,12/29/2024 3:17:00 PM,12/30/2024 3:27:00 AM,7174,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,3RD DIVISION,334,RESIDENCE/HOME,10100 BLOCK NANKA RD,LOUISVILLE,40272,1197
LMPD24150581,12/30/2024 2:30:00 AM,12/30/2024 2:30:00 AM,5402,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),4900 BLOCK SADDLEBROOK CT,LOUISVILLE,40216,1198
LMPD24150306,12/29/2024 3:15:00 PM,12/29/2024 10:05:00 PM,5625,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,4TH DIVISION,411,PARKING/ DROP LOT/ GARAGE,1100 BLOCK S 6TH ST,LOUISVILLE,40203,1199
LMPD25900046,12/30/2024 2:23:00 AM,12/30/2024 2:23:00 AM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,1200
LMPD24149233,12/26/2024 7:19:00 PM,12/26/2024 7:19:00 PM,5407,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,1ST DIVISION,111,RESIDENCE/HOME,1800 BLOCK W MAIN ST,LOUISVILLE,40203,1201
LMPD24149217,12/26/2024 7:17:00 PM,12/26/2024 7:17:00 PM,5358,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1000 BLOCK HATHAWAY AVE,LOUISVILLE,40215,1202
LMPD24149203,12/26/2024 7:17:00 PM,12/26/2024 7:17:00 PM,5618,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK ARCADE AVE,LOUISVILLE,40215,1203
LMPD24149194,12/26/2024 7:09:00 PM,12/26/2024 3:00:00 AM,8611,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,6TH DIVISION,612,RESIDENCE/HOME,6000 BLOCK JEANINE DR,LOUISVILLE,40219,1204
LMPD24149198,12/26/2024 7:09:00 PM,12/26/2024 3:00:00 AM,8631,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,723,RESIDENCE/HOME,6600 BLOCK OUTER LOOP,LOUISVILLE,40228,1205
LMPD24149204,12/26/2024 7:08:00 PM,12/26/2024 7:08:00 PM,5230,34 NARCOTICS,POSS CONT SUB 1ST DEGREE FENTANYL 218A.1415 42490 35a,999,B,NO,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40216,1206
LMPD24149333,12/27/2024 12:18:00 AM,12/27/2024 12:18:00 AM,5461,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,6TH DIVISION,612,OTHER RESIDENCE (APARTMENT/CONDO),5200 BLOCK MARTY LN,LOUISVILLE,40219,1207
LMPD24149204,12/26/2024 7:08:00 PM,12/26/2024 7:08:00 PM,5230,34 NARCOTICS,PRESCRIPTION CONT SUB NOT IN ORIGINAL CONTAINER-1ST OFFENSE 218A.210 42055 35A,999,B,NO,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40216,1208
LMPD24149204,12/26/2024 7:08:00 PM,12/26/2024 7:08:00 PM,5230,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN 218A.1415 42205 35A,35A,A,YES,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40216,1209
LMPD24149204,12/26/2024 7:08:00 PM,12/26/2024 7:08:00 PM,5230,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE 218A.1415 42203 35A,999,B,NO,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40216,1210
LMPD24149201,12/26/2024 7:00:00 PM,12/26/2024 7:00:00 PM,7698,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,7TH DIVISION,712,RESIDENCE/HOME,10200 BLOCK GLENMARY FARM DR,LOUISVILLE,40291,1211
LMPD25900065,12/26/2024 7:00:00 PM,12/26/2024 7:00:00 PM,8185,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,2ND DIVISION,223,RESIDENCE/HOME,1000 BLOCK DR W J HODGE ST,LOUISVILLE,40210,1212
