incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24083438,7/19/2024 6:48:00 PM,7/19/2024 6:48:00 PM,5304,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),3700 BLOCK E WHEATMORE DR,LOUISVILLE,40215,32451
LMPD24083469,7/19/2024 6:45:00 PM,7/19/2024 6:45:00 PM,8584,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,323,SPECIALTY STORE,100 BLOCK OUTER LOOP,LOUISVILLE,40214,32452
LMPD24084730,7/20/2024 10:00:00 PM,7/20/2024 10:00:00 PM,5131,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,4TH DIVISION,424,RESIDENCE/HOME,4300 BLOCK S 3RD ST,LOUISVILLE,40214,32453
LMPD24083649,7/20/2024 4:26:00 AM,7/19/2024 4:26:00 AM,5213,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,1ST DIVISION,123,SCHOOL - COLLEGE/ UNIVERSITY,200 BLOCK W BROADWAY,LOUISVILLE,40202,32454
LMPD24084182,7/21/2024 5:28:00 PM,7/23/2024 6:10:00 PM,5596,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $1,000 < $10,000 514.110(3)(b) 28012 280",280,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2300 BLOCK DUNCAN ST,LOUISVILLE,40212,32455
LMPD24084102,7/21/2024 10:02:00 AM,7/21/2024 10:02:00 AM,5341,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,7TH DIVISION,723,NON-ATTACHED RESD GARAGE/SHED/BULD,7800 BLOCK E MANSLICK RD,LOUISVILLE,40228,32456
LMPD24084116,7/20/2024 6:00:00 PM,7/20/2024 6:00:00 PM,5372,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,423,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,1100 BLOCK ALGONQUIN PKY,LOUISVILLE,40208,32457
LMPD24083669,7/20/2024 4:10:00 AM,7/20/2024 4:10:00 AM,5531,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,300 BLOCK S 1ST ST,LOUISVILLE,40202,32458
LMPD24902181,7/20/2024 10:00:00 PM,7/20/2024 10:00:00 PM,8185,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,123,OTHER/UNKNOWN,800 BLOCK W MAIN ST,LOUISVILLE,40202,32459
LMPD24084088,7/21/2024 9:34:00 AM,7/21/2024 9:34:00 AM,5587,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,3RD DIVISION,322,PARKING/ DROP LOT/ GARAGE,5500 BLOCK BRUCE AVE,LOUISVILLE,40214,32460
LMPD24902270,7/20/2024 6:00:00 PM,7/20/2024 6:00:00 PM,8185,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,1ST DIVISION,134,SPECIALTY STORE,900 BLOCK E MAIN ST,LOUISVILLE,40206,32461
LMPD24084180,7/21/2024 5:20:00 PM,7/21/2024 9:00:00 AM,8632,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,1ST DIVISION,111,CONVENIENCE STORE,500 BLOCK N 22ND ST,LOUISVILLE,40203,32462
LMPD24083751,7/20/2024 1:17:00 PM,7/20/2024 1:17:00 PM,5372,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,500 BLOCK CAMDEN AVE,LOUISVILLE,40215,32463
LMPD24083749,7/20/2024 1:15:00 PM,7/19/2024 9:00:00 PM,8632,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,6TH DIVISION,624,RESIDENCE/HOME,200 BLOCK GRANVIL DR,LOUISVILLE,40218,32464
LMPD24084007,7/21/2024 3:28:00 AM,7/21/2024 3:28:00 AM,5356,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,1ST DIVISION,112,RESIDENCE/HOME,200 BLOCK S 26TH ST,LOUISVILLE,40212,32465
LMPD24083669,7/20/2024 4:10:00 AM,7/20/2024 4:10:00 AM,5531,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,300 BLOCK S 1ST ST,LOUISVILLE,40202,32466
LMPD24084730,7/20/2024 10:00:00 PM,7/20/2024 10:00:00 PM,5131,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,NO,4TH DIVISION,424,RESIDENCE/HOME,4300 BLOCK S 3RD ST,LOUISVILLE,40214,32467
LMPD24084097,7/21/2024 9:09:00 AM,7/21/2024 9:09:00 AM,5573,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,322,DEPARTMENT/DISCOUNT STORE,6900 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,32468
LMPD24902131,7/21/2024 3:24:00 AM,7/21/2024 3:24:00 AM,8185,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,1ST DIVISION,134,PARKING/ DROP LOT/ GARAGE,100 BLOCK E MARKET ST,LOUISVILLE,40202,32469
LMPD24083823,7/20/2024 5:48:00 PM,7/19/2024 7:00:00 PM,8631,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,NO,2ND DIVISION,234,RESIDENCE/HOME,1700 BLOCK WILART DR,LOUISVILLE,40210,32470
LMPD24083766,7/20/2024 12:49:00 PM,7/20/2024 2:00:00 AM,5300,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,6TH DIVISION,613,COMMERCIAL/OFFICE BUILDING,4500 BLOCK BISHOP LN,WATTERSON PARK,40218,32471
LMPD24086511,7/20/2024 4:01:00 AM,7/20/2024 4:00:00 AM,5637,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,YES,2ND DIVISION,225,RESIDENCE/HOME,1800 BLOCK S 23RD ST,LOUISVILLE,40210,32472
LMPD24084513,7/20/2024 10:00:00 PM,7/20/2024 10:00:00 PM,5321,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,3RD DIVISION,331,DEPARTMENT/DISCOUNT STORE,4900 BLOCK DIXIE HWY,LOUISVILLE,40216,32473
LMPD24084097,7/21/2024 9:09:00 AM,7/21/2024 9:09:00 AM,5573,12 INTIMIDATION,MENACING 508.050 00803 13C,999,B,NO,3RD DIVISION,322,DEPARTMENT/DISCOUNT STORE,6900 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,32474
LMPD24087583,7/20/2024 5:44:00 PM,7/20/2024 5:44:00 PM,7482,23 THEFT OTHER,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283 23H,23H,A,YES,5TH DIVISION,514,RESTAURANT,3000 BLOCK BARDSTOWN RD,LOUISVILLE,40205,32475
LMPD24083819,7/20/2024 5:39:00 PM,7/20/2024 5:07:00 PM,7484,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,735,SHOPPING MALL,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,32476
LMPD24084179,7/21/2024 4:50:00 PM,7/20/2024 6:30:00 PM,8373,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,5TH DIVISION,512,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1500 BLOCK HIGHLAND AVE,LOUISVILLE,40204,32477
LMPD24086512,7/20/2024 4:01:00 AM,7/20/2024 4:00:00 AM,5637,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,YES,2ND DIVISION,211,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,3400 BLOCK LARKWOOD AVE,LOUISVILLE,40212,32478
LMPD24083766,7/20/2024 12:49:00 PM,7/20/2024 2:00:00 AM,5300,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,NO,6TH DIVISION,613,COMMERCIAL/OFFICE BUILDING,4500 BLOCK BISHOP LN,WATTERSON PARK,40218,32479
LMPD24083828,7/20/2024 5:38:00 PM,7/20/2024 5:38:00 PM,5101,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,723,RESIDENCE/HOME,5300 BLOCK HAMES TRCE,LOUISVILLE,40291,32480
LMPD24083933,7/20/2024 9:59:00 PM,7/20/2024 4:00:00 AM,5138,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,32481
LMPD24084093,7/21/2024 9:03:00 AM,7/21/2024 9:03:00 AM,7221,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,13A,A,YES,4TH DIVISION,412,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK ROSELANE ST,LOUISVILLE,40203,32482
LMPD24084177,7/21/2024 4:44:00 PM,9/1/2024 9:37:00 PM,7978,33 STOLEN PROPERTY,RECEIVING STOLEN PROPERTY 514.110(3) 28008 280,280,A,YES,1ST DIVISION,112,GROCERY/ SUPERMARKET,1800 BLOCK W JEFFERSON ST,LOUISVILLE,40203,32483
LMPD24083650,7/20/2024 4:00:00 AM,7/20/2024 4:00:00 AM,5424,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,331,OTHER/UNKNOWN,6400 BLOCK MANSLICK RD,LOUISVILLE,40214,32484
LMPD24084014,7/21/2024 3:24:00 AM,7/21/2024 3:24:00 AM,5594,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,3RD DIVISION,331,RESIDENCE/HOME,5800 BLOCK BRUNS DR,LOUISVILLE,40216,32485
LMPD24083743,7/20/2024 12:45:00 PM,7/20/2024 2:30:00 AM,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,2ND DIVISION,234,RESIDENCE/HOME,1600 BLOCK CYPRESS ST,LOUISVILLE,40210,32486
LMPD24083817,7/20/2024 5:32:00 PM,7/20/2024 4:00:00 AM,5138,56 ALL OTHER OFFENSES,THEFT OF RETAIL MERCHANDISE FOR RESALE 506.120 23430 90Z,90Z,B,NO,7TH DIVISION,735,DEPARTMENT/DISCOUNT STORE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,32487
LMPD24083933,7/20/2024 9:59:00 PM,7/20/2024 4:00:00 AM,5138,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,35A,A,YES,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,32488
LMPD24084076,7/21/2024 8:45:00 AM,7/21/2024 8:45:00 AM,5594,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,3RD DIVISION,322,RESIDENCE/HOME,500 BLOCK GHEENS AVE,LOUISVILLE,40214,32489
LMPD24084177,7/21/2024 4:44:00 PM,7/21/2024 3:50:00 PM,7978,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,435,RESIDENCE/HOME,1500 BLOCK HUNTOON AVE,LOUISVILLE,40215,32490
LMPD24084005,7/21/2024 3:21:00 AM,7/21/2024 3:21:00 AM,5464,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,4TH DIVISION,423,OTHER RESIDENCE (APARTMENT/CONDO),3600 BLOCK MANSLICK RD,LOUISVILLE,40215,32491
LMPD24083752,7/20/2024 12:44:00 PM,7/20/2024 12:44:00 PM,5240,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,211,RESIDENCE/HOME,4100 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40212,32492
LMPD24083817,7/20/2024 5:32:00 PM,7/20/2024 4:00:00 AM,5138,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,YES,7TH DIVISION,735,DEPARTMENT/DISCOUNT STORE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,32493
LMPD24083933,7/20/2024 9:59:00 PM,7/20/2024 4:00:00 AM,5138,55 TRESPASSING,CRIMINAL TRESPASS-2ND DEGREE 511.070 02624 90J,90J,B,NO,7TH DIVISION,735,DEPARTMENT/DISCOUNT STORE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,32494
LMPD24084107,7/21/2024 8:39:00 AM,7/21/2024 8:40:00 AM,7439,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,NO,8TH DIVISION,811,OTHER RESIDENCE (APARTMENT/CONDO),11700 BLOCK TAZWELL CT,LOUISVILLE,40245,32495
LMPD24087168,7/21/2024 4:00:00 PM,7/21/2024 4:00:00 PM,8402,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,5TH DIVISION,512,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,500 BLOCK BAXTER AVE,LOUISVILLE,40204,32496
LMPD24083650,7/20/2024 4:00:00 AM,7/20/2024 4:00:00 AM,5424,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,3RD DIVISION,331,OTHER/UNKNOWN,6400 BLOCK MANSLICK RD,LOUISVILLE,40214,32497
LMPD24083742,7/20/2024 12:35:00 PM,7/20/2024 12:00:00 AM,8373,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,NO,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,2300 BLOCK BURWELL AVE,LOUISVILLE,40210,32498
LMPD24083952,7/20/2024 5:30:00 PM,7/20/2024 5:21:00 PM,5175,46 WPNS LAW VIOLATION,POSS HANDGUN BY MINOR 1ST OFFENSE 527.100 52206 520,520,A,YES,2ND DIVISION,211,RESIDENCE/HOME,4100 BLOCK LARKWOOD AVE,LOUISVILLE,40212,32499
LMPD24083950,7/20/2024 9:48:00 PM,7/20/2024 9:40:00 PM,5247,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,6TH DIVISION,613,RENTAL STORAGE FACILITY,4400 BLOCK KILN CT,WATTERSON PARK,40218,32500
LMPD24084068,7/21/2024 8:29:00 AM,7/21/2024 6:50:00 AM,8358,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,7TH DIVISION,711,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,5500 BLOCK WOODED LAKE DR,LOUISVILLE,40299,32501
LMPD24084170,7/21/2024 3:54:00 PM,7/21/2024 3:54:00 PM,5101,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,YES,7TH DIVISION,724,RESIDENCE/HOME,9100 BLOCK GLASSLIPPER CT,LOUISVILLE,40229,32502
LMPD24084003,7/21/2024 3:13:00 AM,7/21/2024 3:13:00 AM,5609,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,7TH DIVISION,736,RESIDENCE/HOME,8800 BLOCK BOST LN,LOUISVILLE,40219,32503
LMPD24083638,7/20/2024 3:42:00 AM,7/20/2024 3:42:00 AM,7321,12 INTIMIDATION,WANTON ENDANGERMENT-2ND DEGREE 508.070 00441 13C,13C,A,YES,1ST DIVISION,123,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 11TH ST / W BROADWAY,LOUISVILLE,40203,32504
LMPD24083736,7/20/2024 12:26:00 PM,7/20/2024 12:26:00 PM,6860,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO),1200 BLOCK BRASHEAR DR,LOUISVILLE,40210,32505
LMPD24083952,7/20/2024 5:30:00 PM,7/20/2024 5:30:00 PM,5175,9 AGGRAVATED ASSAULT,ASSAULT - 1ST DEGREE 508.010 13150 13A,13A,A,YES,2ND DIVISION,211,RESIDENCE/HOME,4100 BLOCK LARKWOOD AVE,LOUISVILLE,40212,32506
LMPD24083925,7/20/2024 9:40:00 PM,7/20/2024 8:50:00 PM,5395,23 THEFT OTHER,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283 23H,23H,A,YES,3RD DIVISION,315,DEPARTMENT/DISCOUNT STORE,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,32507
LMPD24084073,7/21/2024 8:08:00 AM,7/21/2024 8:08:00 AM,7049,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,5TH DIVISION,514,RESIDENCE/HOME,3000 BLOCK WELLBROOKE RD,LOUISVILLE,40205,32508
LMPD24084172,7/21/2024 3:51:00 PM,7/21/2024 3:50:00 PM,7823,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,1ST DIVISION,135,SHELTER - MISSION/ HOMELESS,100 BLOCK W BROADWAY,LOUISVILLE,40202,32509
LMPD24083999,7/21/2024 2:43:00 AM,7/21/2024 2:43:00 AM,5584,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,223,RESIDENCE/HOME,1300 BLOCK S 15TH ST,LOUISVILLE,40210,32510
LMPD24083765,7/20/2024 12:23:00 PM,7/13/2024 2:00:00 PM,7978,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,4TH DIVISION,435,NON-ATTACHED RESD GARAGE/SHED/BULD,4000 BLOCK TAYLOR BLVD,LOUISVILLE,40215,32511
LMPD24083826,7/20/2024 5:29:00 PM,7/20/2024 5:29:00 PM,6860,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,YES,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO),1700 BLOCK PATTON CT,LOUISVILLE,40210,32512
LMPD24083912,7/20/2024 9:36:00 PM,7/20/2024 9:36:00 PM,5374,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,1ST DIVISION,112,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 18TH ST / CEDAR ST,LOUISVILLE,40203,32513
LMPD24084062,7/21/2024 8:02:00 AM,7/21/2024 2:30:00 AM,8358,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,5TH DIVISION,521,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S RASTETTER AVE & FRANKFORT AVE,LOUISVILLE,40206,32514
LMPD24084164,7/21/2024 3:50:00 PM,7/21/2024 6:00:00 AM,8632,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,6TH DIVISION,613,PARKING/ DROP LOT/ GARAGE,3300 BLOCK COLONIAL MANOR CIR,LOUISVILLE,40218,32515
LMPD24083991,7/21/2024 2:35:00 AM,7/21/2024 2:35:00 AM,5298,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,212,RESIDENCE/HOME,4500 BLOCK DUMESNIL ST,LOUISVILLE,40211,32516
LMPD24083634,7/20/2024 3:24:00 AM,7/20/2024 3:24:00 AM,5515,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,4TH DIVISION,424,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,2300 BLOCK RODMAN ST,LOUISVILLE,40208,32517
LMPD24083733,7/20/2024 12:01:00 PM,7/18/2024 4:00:00 AM,8373,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,5TH DIVISION,525,RESIDENCE/HOME,4400 BLOCK GREENBRIAR RD,WINDY HILLS,40207,32518
LMPD24083825,7/20/2024 5:07:00 PM,7/20/2024 5:10:00 PM,5617,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,2ND DIVISION,212,RESIDENCE/HOME,3400 BLOCK W KENTUCKY ST,LOUISVILLE,40211,32519
LMPD24084306,7/21/2024 8:00:00 AM,7/21/2024 8:00:00 AM,7331,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,3RD DIVISION,315,AUTO DEALERSHIP NEW/USED,7700 BLOCK DIXIE HWY,LOUISVILLE,40258,32520
LMPD24106530,7/20/2024 9:30:00 PM,7/20/2024 9:30:00 PM,5395,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,3RD DIVISION,331,RESIDENCE/HOME,6300 BLOCK MARAVIAN DR,LOUISVILLE,40258,32521
LMPD24085122,7/21/2024 2:30:00 AM,7/21/2024 2:30:00 AM,8402,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,2ND DIVISION,225,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1800 BLOCK BOLLING AVE,LOUISVILLE,40210,32522
LMPD24084158,7/21/2024 3:28:00 PM,7/21/2024 3:28:00 PM,7698,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,712,RESIDENCE/HOME,6800 BLOCK ARBOR MANOR WAY,LOUISVILLE,40228,32523
LMPD24083634,7/20/2024 3:24:00 AM,7/20/2024 3:24:00 AM,5515,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,999,B,NO,4TH DIVISION,424,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,2300 BLOCK RODMAN ST,LOUISVILLE,40208,32524
LMPD24099421,7/20/2024 12:00:00 PM,7/20/2024 12:00:00 PM,2410,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,7TH DIVISION,724,RESIDENCE/HOME,6500 BLOCK LEISURE LN,LOUISVILLE,40229,32525
LMPD24083807,7/20/2024 5:06:00 PM,7/20/2024 2:00:00 AM,5596,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,7TH DIVISION,735,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,1000 BLOCK JEFFERSON VIEW WAY,LOUISVILLE,40219,32526
LMPD24084295,7/21/2024 8:00:00 AM,7/21/2024 8:00:00 AM,8617,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,7TH DIVISION,711,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,5300 BLOCK POINDEXTER DR,LOUISVILLE,40291,32527
LMPD24084214,7/20/2024 9:30:00 PM,7/20/2024 9:30:00 PM,8624,23 THEFT OTHER,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283 23H,23H,A,YES,3RD DIVISION,315,DEPARTMENT/DISCOUNT STORE,9000 BLOCK DIXIE HWY,LOUISVILLE,40258,32528
LMPD24084020,7/21/2024 2:30:00 AM,7/21/2024 2:30:00 AM,5423,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),900 BLOCK S 7TH ST,LOUISVILLE,40203,32529
LMPD24902106,7/21/2024 3:14:00 PM,7/21/2024 3:14:00 PM,8185,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,3RD DIVISION,331,DEPARTMENT/DISCOUNT STORE,6800 BLOCK DIXIE HWY,LOUISVILLE,40258,32530
LMPD24084159,7/21/2024 3:09:00 PM,7/21/2024 3:09:00 PM,5287,56 ALL OTHER OFFENSES,RECOVERY OF STOLEN PROPERTY ***.*** 03016 90Z,90Z,B,NO,4TH DIVISION,424,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,SOUTHERN PKY / W FAIRMONT AVE,LOUISVILLE,40214,32531
LMPD24084161,7/21/2024 3:08:00 PM,7/21/2024 3:08:00 PM,5466,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,1ST DIVISION,111,RESIDENCE/HOME,300 BLOCK N 32ND ST,LOUISVILLE,40212,32532
LMPD24084152,7/21/2024 2:47:00 PM,7/21/2024 4:15:00 AM,8358,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,2ND DIVISION,234,RESIDENCE/HOME,1700 BLOCK WILART DR,LOUISVILLE,40210,32533
LMPD24084153,7/21/2024 2:46:00 PM,7/20/2024 7:00:00 PM,8373,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,6TH DIVISION,612,OTHER/UNKNOWN,4100 BLOCK QUIET WAY,LOUISVILLE,40219,32534
LMPD24084146,7/21/2024 2:33:00 PM,7/19/2024 9:00:00 PM,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,NO,2ND DIVISION,234,RESIDENCE/HOME,1600 BLOCK BERNHEIM LN,LOUISVILLE,40210,32535
