INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,BADGE_ID,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE,ObjectId
80-21-070382,2021-12-01 14:37:00,2021-12-01 14:25:00,5148            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,1800 BLOCK BANK ST                                          ,LOUISVILLE,40203,66695
80-21-070383,2021-12-01 15:46:00,2021-10-25 00:01:00,8447            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1700 BLOCK W ST CATHERINE ST                                ,LOUISVILLE,40210,66696
80-21-070384,2021-12-01 14:34:00,2021-11-30 18:00:00,5148            ,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,1ST DIVISION,112,PARKING LOT / GARAGE                         ,S 18TH ST / W JEFFERSON ST                                  ,LOUISVILLE,40203,66697
80-21-070385,2021-12-01 15:53:00,2021-12-01 13:00:00,8402            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,14000 BLOCK DARWIN BLVD                                     ,LOUISVILLE,40272,66698
80-21-070385,2021-12-01 15:53:00,2021-12-01 13:00:00,8402            ,FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $10,000 OR MORE",26A,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,14000 BLOCK DARWIN BLVD                                     ,LOUISVILLE,40272,66699
80-21-070388,2021-12-01 14:51:00,2021-12-01 14:47:00,7205            ,ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY,13B,PART II,COMPLETED,3RD DIVISION,315,COMMERCIAL / OFFICE BUILDING                 ,9700 BLOCK DIXIE HWY                                        ,LOUISVILLE,40272,66700
80-21-070389,2021-12-01 16:13:00,2021-10-22 09:00:00,8447            ,THEFT/LARCENY,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000",23H,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6400 BLOCK LABOR LN                                         ,LOUISVILLE,40291,66701
80-21-070390,2021-12-01 16:11:00,2021-11-30 19:00:00,8402            ,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000",23H,PART I,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,4600 BLOCK ILLINOIS AVE                                     ,LOUISVILLE,40213,66702
80-21-070390,2021-12-01 16:11:00,2021-11-30 19:00:00,8402            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,COMPLETED,6TH DIVISION,613,PARKING LOT / GARAGE                         ,4600 BLOCK ILLINOIS AVE                                     ,LOUISVILLE,40213,66703
80-21-070391,2021-12-01 14:56:00,2021-12-01 13:56:00,2311            ,DISTURBING THE PEACE,CRIMINAL TRESPASS-2ND DEGREE,90J,PART II,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,7100 BLOCK GLOBAL DR                                        ,LOUISVILLE,40258,66704
80-21-070393,2021-12-01 15:31:00,2021-12-01 14:00:00,5308            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,2ND DIVISION,236,OTHER RESIDENCE (APARTMENT/CONDO)            ,3400 BLOCK SHANKS LN                                        ,LOUISVILLE,40216,66705
80-21-070394,2021-12-01 16:25:00,2021-12-01 16:20:00,5173            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,1ST DIVISION,111,RESIDENCE / HOME                             ,2700 BLOCK SLEVIN ST                                        ,LOUISVILLE,40212,66706
80-21-070395,2021-12-01 16:30:00,2021-12-01 07:20:00,8447            ,VEHICLE BREAK-IN/THEFT,"TBUT PARTS FROM VEHICLE $1,000 < $10,000",23G,PART I,COMPLETED,4TH DIVISION,435,PARKING LOT / GARAGE                         ,1800 BLOCK BLUEGRASS AVE                                    ,LOUISVILLE,40215,66707
80-21-070396,2021-12-01 18:00:00,2021-12-01 14:55:00,7342            ,OTHER,ABUSE OF CORPSE,90Z,PART II,COMPLETED,3RD DIVISION,322,RESIDENCE / HOME                             ,1100 BLOCK CRISTLAND RD                                     ,LOUISVILLE,40214,66708
80-21-070716,2021-12-02 21:04:00,2021-12-02 20:04:00,5401            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,8500 BLOCK BROWNSBORO RD                                    ,BROWNSBORO_FARM,40241,66709
80-21-070419,2021-12-01 17:50:00,2021-12-01 17:00:00,5280            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,3500 BLOCK COLMAR DR                                        ,LOUISVILLE,40211,66710
80-21-070420,2021-12-01 17:00:00,2021-12-01 07:20:00,7272            ,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,9100 BLOCK RIVER TRAIL DR                                   ,LOUISVILLE,40229,66711
80-21-501715,2021-11-27 18:23:00,2021-11-27 17:05:00,8375            ,THEFT/LARCENY,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000",23C,PART I,COMPLETED,8TH DIVISION,815,DEPARTMENT / DISCOUNT STORE                  ,7900 BLOCK SHELBYVILLE RD                                   ,LOUISVILLE,40222,66712
80-21-070718,2021-12-02 20:39:00,2021-12-02 20:39:00,5033            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,6100 BLOCK COUNT TURF DR                                    ,LOUISVILLE,40272,66713
80-21-070421,2021-12-01 17:56:00,2021-12-01 17:00:00,7357            ,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1600 BLOCK CLARA AVE                                        ,LOUISVILLE,40215,66714
80-21-501716,2021-11-27 21:00:00,2021-11-27 19:30:00,8375            ,OTHER,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC,999,,COMPLETED,7TH DIVISION,723,PARKING LOT / GARAGE                         ,7100 BLOCK CEDAR SPRINGS BLVD                               ,LOUISVILLE,40291,66715
80-21-070717,2021-12-02 21:14:00,2021-12-02 21:10:00,7113            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,1ST DIVISION,111,OTHER / UNKNOWN                              ,3000 BLOCK PORTLAND AVE                                     ,LOUISVILLE,40212,66716
80-21-070422,2021-12-01 17:51:00,2021-11-29 04:30:00,8475            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,ATTEMPTED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK STARTAN CT                                       ,LOUISVILLE,40220,66717
80-21-070550,2021-12-02 09:56:00,2021-12-01 17:30:00,8440            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,4300 BLOCK BAYBERRY DR                                      ,LOUISVILLE,40216,66718
80-21-070717,2021-12-02 21:14:00,2021-12-02 21:10:00,7113            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,1ST DIVISION,111,OTHER / UNKNOWN                              ,3000 BLOCK PORTLAND AVE                                     ,LOUISVILLE,40212,66719
80-21-070720,2021-12-02 22:16:00,2021-12-02 22:14:00,5135            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,2700 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212,66720
80-21-070721,2021-12-02 22:20:00,2021-12-02 21:18:00,7309            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,4500 BLOCK W BROADWAY                                       ,LOUISVILLE,40211,66721
80-21-070722,2021-12-02 21:59:00,2021-12-02 21:59:00,7979            ,HOMICIDE,MURDER,09A,PART I,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,8200 BLOCK SANDIDGE DR                                      ,LOUISVILLE,40228,66722
80-21-070723,2021-12-02 22:02:00,2021-12-02 22:02:00,5003            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W HILL ST                                       ,LOUISVILLE,40210,66723
80-21-070723,2021-12-02 22:02:00,2021-12-02 22:02:00,5003            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE,35A,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W HILL ST                                       ,LOUISVILLE,40210,66724
80-21-070723,2021-12-02 22:02:00,2021-12-02 22:02:00,5003            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,2ND DIVISION,225,HIGHWAY / ROAD / ALLEY                       ,S 15TH ST / W HILL ST                                       ,LOUISVILLE,40210,66725
80-21-070724,2021-12-02 22:40:00,2021-11-11 00:01:00,8447            ,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY,250,PART II,COMPLETED,8TH DIVISION,812,"SPECIALTY STORE (TV, FUR, ETC)               ",8700 BLOCK WESTPORT RD                                      ,LOUISVILLE,40242,66726
80-21-070725,2021-12-02 19:58:00,2021-12-02 19:58:00,5303            ,OTHER,RECOVERY OF STOLEN VEHICLE-OUT OF JURISDICTION,999,,COMPLETED,2ND DIVISION,223,HIGHWAY / ROAD / ALLEY                       ,1700 BLOCK W ORMSBY AVE                                     ,LOUISVILLE,40210,66727
80-21-070727,2021-12-02 23:09:00,2021-12-02 08:30:00,8447            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $1,000 < $10,000",240,PART I,COMPLETED,3RD DIVISION,323,PARKING LOT / GARAGE                         ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214,66728
80-21-070729,2021-12-02 22:16:00,2021-12-02 22:10:00,5332            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3300 BLOCK NOE WAY                                          ,LOUISVILLE,40220,66729
80-21-070728,2021-12-02 23:05:00,2021-12-02 21:20:00,5220            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,7TH DIVISION,724,COMMERCIAL / OFFICE BUILDING                 ,5000 BLOCK COMMERCE CROSSINGS DR                            ,LOUISVILLE,40229,66730
80-21-070730,2021-12-02 23:48:00,2021-12-02 23:03:00,5385            ,ASSAULT,"ASSAULT, 4TH DEGREE DATING VIOLENCE (NO VISIBLE INJURY)",13B,PART II,COMPLETED,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,66731
80-21-070730,2021-12-02 23:48:00,2021-12-02 23:03:00,5385            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,,1ST DIVISION,135,RESIDENCE / HOME                             ,600 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE,40202,66732
80-21-070734,2021-12-02 23:02:00,2021-12-02 22:02:00,5211            ,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,5700 BLOCK BARRETT LN                                       ,LOUISVILLE,40272,66733
80-21-070735,2021-12-02 23:26:00,2021-12-02 22:26:00,5340            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,4900 BLOCK GRANADA DR                                       ,LOUISVILLE,40272,66734
80-21-070736,2021-12-02 23:51:00,2021-12-02 23:40:00,5236            ,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,,4TH DIVISION,412,RESIDENCE / HOME                             ,900 BLOCK S BROOK ST                                        ,LOUISVILLE,40203,66735
80-21-070736,2021-12-02 23:51:00,2021-12-02 23:40:00,5236            ,ASSAULT,STRANGULATION 1ST DEGREE,13A,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,900 BLOCK S BROOK ST                                        ,LOUISVILLE,40203,66736
80-21-070737,2021-12-03 00:18:00,2021-12-03 00:18:00,5205            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,3RD DIVISION,323,DEPARTMENT / DISCOUNT STORE                  ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214,66737
80-21-070738,2021-12-03 00:18:00,2021-12-03 00:18:00,5205            ,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING,23C,PART I,COMPLETED,3RD DIVISION,323,DEPARTMENT / DISCOUNT STORE                  ,100 BLOCK OUTER LOOP                                        ,LOUISVILLE,40214,66738
80-21-070740,2021-12-02 22:48:00,2021-12-02 21:48:00,5197            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40204,66739
80-21-070741,2021-12-02 23:42:00,2021-12-02 23:42:00,5279            ,OTHER,NON-CRIMINAL DEATH (NATURAL CAUSES),90Z,PART II,COMPLETED,3RD DIVISION,316,RESIDENCE / HOME                             ,3000 BLOCK SUMMER CIR                                       ,LOUISVILLE,40272,66740
80-21-070742,2021-12-03 02:12:00,2021-12-02 06:40:00,8447            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000",23F,PART I,COMPLETED,6TH DIVISION,625,PARKING LOT / GARAGE                         ,4200 BLOCK BROWNS LN                                        ,LOUISVILLE,40220,66741
80-21-070743,2021-12-03 01:16:00,2021-12-03 01:16:00,5316            ,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CAMDEN AVE / CLIFF AVE                                      ,LOUISVILLE,40215,66742
80-21-070743,2021-12-03 01:16:00,2021-12-03 01:16:00,5316            ,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY                       ,CAMDEN AVE / CLIFF AVE                                      ,LOUISVILLE,40215,66743
80-21-070744,2021-12-03 02:28:00,2021-12-03 02:02:00,5048            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,11000 BLOCK NEPTUNE PL                                      ,LOUISVILLE,40272,66744
80-21-070750,2021-12-03 06:00:00,2021-12-03 03:45:00,7361            ,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,ATTEMPTED,1ST DIVISION,112,OTHER RESIDENCE (APARTMENT/CONDO)            ,500 BLOCK S 18TH ST                                         ,LOUISVILLE,40203,66745
80-21-070751,2021-12-03 05:30:00,2021-12-03 03:58:00,8006            ,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,1ST DIVISION,123,CYBERSPACE                                   ,500 BLOCK W MAIN ST                                         ,LOUISVILLE,40202,66746
80-21-070425,2021-12-01 18:09:00,2021-11-01 18:08:00,5162            ,THEFT/LARCENY,TBUT OR DISP COIN MACHINE,23E,PART I,COMPLETED,7TH DIVISION,711,SERVICE / GAS STATION                        ,12400 BLOCK TAYLORSVILLE RD                                 ,LOUISVILLE,40299,66747
80-21-070427,2021-12-01 18:27:00,2021-12-01 18:15:00,5040            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,7TH DIVISION,711,GROCERY / SUPERMARKET                        ,6900 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40291,66748
80-21-070428,2021-12-01 18:34:00,2021-11-29 22:10:00,8475            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1000 BLOCK S 29TH ST                                        ,LOUISVILLE,40211,66749
80-21-501717,2021-11-28 13:53:00,2021-11-25 13:25:00,8375            ,THEFT/LARCENY,TBUT OR DISP BICYCLES U/$500,23H,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,600 BLOCK PARK AVE                                          ,LOUISVILLE,40208,66750
80-21-070431,2021-12-01 16:24:00,2021-11-26 19:00:00,7144            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,2200 BLOCK PARKWOOD RD                                      ,LOUISVILLE,40214,66751
80-21-070431,2021-12-01 16:24:00,2021-11-26 19:00:00,7144            ,ASSAULT,ASSAULT - 2ND DEGREE,13A,PART I,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME                             ,2200 BLOCK PARKWOOD RD                                      ,LOUISVILLE,40214,66752
80-21-501718,2021-11-29 02:53:00,2021-11-19 12:27:00,8375            ,THEFT/LARCENY,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000",23H,PART I,COMPLETED,7TH DIVISION,711,RESIDENCE / HOME                             ,11900 BLOCK TROTTINGHAM CIR                                 ,LOUISVILLE,40299,66753
80-21-070432,2021-12-01 18:50:00,2021-11-28 08:30:00,8447            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS,23H,PART I,COMPLETED,2ND DIVISION,236,RESIDENCE / HOME                             ,3800 BLOCK OBOE DR                                          ,LOUISVILLE,40216,66754
80-21-501719,2021-11-29 09:07:00,2021-11-27 20:00:00,8375            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,6TH DIVISION,611,COMMERCIAL / OFFICE BUILDING                 ,2400 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217,66755
80-21-070433,2021-12-01 18:31:00,2021-12-01 18:20:00,5258            ,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,500 BLOCK E KENTUCKY ST                                     ,LOUISVILLE,40203,66756
80-21-070551,2021-12-02 10:05:00,2021-12-02 10:00:00,7046            ,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK SALE AVE                                         ,LOUISVILLE,40215,66757
80-21-070435,2021-12-01 18:57:00,2021-12-01 09:00:00,8402            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,5TH DIVISION,521,RESIDENCE / HOME                             ,2500 BLOCK LINDSAY AVE                                      ,LOUISVILLE,40206,66758
80-21-070552,2021-12-02 10:08:00,2021-12-02 09:46:00,7484            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,7TH DIVISION,723,RESIDENCE / HOME                             ,6800 BLOCK FERNVIEW RD                                      ,LOUISVILLE,40291,66759
80-21-070553,2021-12-02 10:15:00,2021-10-04 06:30:00,8474            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000",240,PART I,COMPLETED,5TH DIVISION,514,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / LANCASHIRE AVE                               ,LOUISVILLE,40205,66760
80-21-070554,2021-12-02 10:30:00,2021-12-01 18:00:00,2218            ,ASSAULT,VIOLATION OF KENTUCKY EPO/DVO,90F,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,4500 BLOCK MASON ETHAN CT                                   ,LOUISVILLE,40218,66761
80-21-501720,2021-11-29 09:44:00,2021-11-19 09:00:00,8375            ,VEHICLE BREAK-IN/THEFT,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL,23G,PART I,COMPLETED,5TH DIVISION,514,PARKING LOT / GARAGE                         ,3600 BLOCK CENTURY DIVISION WAY                             ,LOUISVILLE,40205,66762
80-21-501721,2021-11-29 10:25:00,2021-11-27 23:45:00,8375            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS,23H,PART I,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1400 BLOCK ST JAMES CT                                      ,LOUISVILLE,40208,66763
80-21-070555,2021-12-02 10:28:00,2021-12-01 21:00:00,8440            ,THEFT/LARCENY,TBUT OR DISP FROM BUILDING,23D,PART I,COMPLETED,1ST DIVISION,135,HOTEL / MOTEL / ETC.                         ,100 BLOCK E JEFFERSON ST                                    ,LOUISVILLE,40202,66764
80-21-070557,2021-12-02 10:36:00,2021-11-24 00:30:00,8142            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,COMPLETED,8TH DIVISION,824,PARKING LOT / GARAGE                         ,200 BLOCK LAURIE VALLEE RD                                  ,LOUISVILLE,40223,66765
80-21-070559,2021-12-02 10:33:00,2021-12-02 10:33:00,5160            ,OTHER,INCOMPLETE REPORT,999,,COMPLETED,2ND DIVISION,212,OTHER / UNKNOWN                              ,1000 BLOCK S 38TH ST                                        ,LOUISVILLE,40211,66766
80-21-070560,2021-12-02 10:50:00,2021-12-02 01:30:00,5201            ,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH,23F,PART I,ATTEMPTED,7TH DIVISION,723,PARKING LOT / GARAGE                         ,6800 BLOCK BUSHNELL ST                                      ,LOUISVILLE,40219,66767
80-21-070561,2021-12-02 10:53:00,2021-10-25 15:00:00,9553            ,OTHER,ANY NON CRIMINAL CHARGE NOT COVERED BY THESE CODES,90Z,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1700 BLOCK W ST CATHERINE ST                                ,LOUISVILLE,40210,66768
80-21-070563,2021-12-02 11:09:00,2021-11-26 12:30:00,8440            ,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO $1,000 < $10,000",240,PART I,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,S 32ND ST / W MARKET ST                                     ,LOUISVILLE,40212,66769
80-21-070562,2021-12-02 10:39:00,2021-11-25 10:39:00,7289            ,SEX CRIMES,RAPE - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,11A,PART I,COMPLETED,7TH DIVISION,724,RESIDENCE / HOME                             ,10800 BLOCK ANTON CT                                        ,LOUISVILLE,40229,66770
80-21-070564,2021-12-02 11:13:00,2021-11-27 22:00:00,7118            ,SEX CRIMES,RAPE - 1ST DEGREE,11A,PART I,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,4100 BLOCK S 2ND ST                                         ,LOUISVILLE,40214,66771
80-21-070565,2021-12-02 11:16:00,2021-11-30 00:01:00,4354            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,4TH DIVISION,424,OTHER / UNKNOWN                              ,3100 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215,66772
80-21-070566,2021-12-02 11:11:00,2021-12-02 02:30:00,7325            ,VEHICLE BREAK-IN/THEFT,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000",23F,PART I,COMPLETED,1ST DIVISION,111,PARKING LOT / GARAGE                         ,N 17TH ST / DUNCAN ST                                       ,LOUISVILLE,40203,66773
80-21-070567,2021-12-02 11:11:00,2021-12-02 03:00:00,7325            ,FRAUD,FRAUD USE OF CREDIT CARD AFTER RPT LOST/STOLEN < $500,26A,PART II,COMPLETED,1ST DIVISION,111,CONVENIENCE STORE                            ,2100 BLOCK DUNCAN ST                                        ,LOUISVILLE,40212,66774
80-21-070568,2021-12-02 11:22:00,2021-11-08 07:00:00,8142            ,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1700 BLOCK W GAULBERT AVE                                   ,LOUISVILLE,40210,66775
80-21-070570,2021-12-02 11:26:00,2021-11-24 11:00:00,8440            ,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,2ND DIVISION,212,RESIDENCE / HOME                             ,4100 BLOCK VIRGINIA AVE                                     ,LOUISVILLE,40211,66776
80-21-070571,2021-12-02 11:29:00,2021-09-01 11:29:00,7015            ,SEX CRIMES,SODOMY - 1ST DEGREE - VICTIM U/12 YEARS OF AGE,11B,PART I,COMPLETED,METRO LOUISVILLE,METRO,OTHER / UNKNOWN                              ,COMMUNITY AT LARGE,LOUISVILLE,40056,66777
80-21-501722,2021-11-29 12:04:00,2020-11-29 11:20:00,8375            ,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,5TH DIVISION,512,OTHER / UNKNOWN                              ,2300 BLOCK LEXINGTON RD                                     ,LOUISVILLE,40206,66778
80-21-070572,2021-12-02 11:30:00,2021-12-02 11:00:00,5175            ,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,200 BLOCK E KENTUCKY ST                                     ,LOUISVILLE,40203,66779
80-21-070438,2021-12-01 19:00:00,2021-12-01 18:30:00,5288            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,6TH DIVISION,625,HOTEL / MOTEL / ETC.                         ,3300 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40218,66780
80-21-070439,2021-12-01 19:19:00,2021-12-01 19:19:00,7113            ,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,4TH DIVISION,423,OTHER / UNKNOWN                              ,7TH STREET RD / LILLIAN AVE                                 ,LOUISVILLE,40208,66781
80-21-070441,2021-12-01 18:50:00,2021-12-01 18:00:00,5373            ,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1100 BLOCK S 4TH ST                                         ,LOUISVILLE,40203,66782
80-21-070440,2021-12-01 19:20:00,2021-12-01 18:20:00,5236            ,VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE,290,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME                             ,1300 BLOCK S 2ND ST                                         ,LOUISVILLE,40208,66783
80-21-070442,2021-12-01 20:01:00,2021-12-01 10:00:00,8402            ,THEFT/LARCENY,TBUT OR DISP ALL OTHERS,23H,PART I,COMPLETED,4TH DIVISION,435,RESIDENCE / HOME                             ,4400 BLOCK CHURCHMAN AVE                                    ,LOUISVILLE,40215,66784
