ObjectId,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,UOR_DESC,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,City,ZIP_CODE
29269,80-19-037200,2019/05/23 21:55:00,2019/05/23 00:00:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO)            ,6600 BLOCK SYLVANIA RD                                      ,LOUISVILLE,40258
29270,80-19-037521,2019/05/25 03:05:00,2019/05/25 01:00:00,ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),13B,PART II,COMPLETED,4TH DIVISION,435,HIGHWAY / ROAD / ALLEY                       ,4400 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215
29271,80-19-037200,2019/05/23 21:55:00,2019/05/23 00:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO)            ,6600 BLOCK SYLVANIA RD                                      ,LOUISVILLE,40258
29272,80-19-037581,2019/05/25 10:28:00,2019/05/24 16:30:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,1800 BLOCK DUMESNIL ST                                      ,LOUISVILLE,40210
29273,80-19-037253,2019/05/24 08:12:00,2019/05/23 21:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,900 BLOCK W ASHLAND AVE                                     ,LOUISVILLE,40215
29274,80-19-037647,2019/05/25 17:30:00,2019/04/25 08:00:00,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY,250,PART II,COMPLETED,4TH DIVISION,436,RESTAURANT                                   ,5000 BLOCK S 3RD ST                                         ,LOUISVILLE,40214
29275,80-19-037254,2019/05/24 07:47:00,2019/05/24 07:30:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,8TH DIVISION,812,RESIDENCE / HOME                             ,9400 BLOCK BROWNSBORO RD                                    ,LOUISVILLE,40241
29276,80-19-037201,2019/05/23 19:49:00,2019/05/23 19:49:00,OTHER,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT,90Z,PART II,COMPLETED,4TH DIVISION,436,OTHER / UNKNOWN                              ,4500 BLOCK S 2ND ST                                         ,LOUISVILLE,40214
29277,80-19-037648,2019/05/25 17:00:00,2019/05/25 09:20:00,FRAUD,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY,250,PART II,COMPLETED,3RD DIVISION,322,RESTAURANT                                   ,5300 BLOCK S 3RD ST                                         ,LOUISVILLE,40214
29278,80-19-037256,2019/05/24 08:25:00,2019/05/23 22:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME                             ,2700 BLOCK CAMERON CT                                       ,LOUISVILLE,40205
29279,80-19-037315,2019/05/24 11:14:00,2019/05/24 11:00:00,ASSAULT,TERRORISTIC THREATENING 3RD DEGREE,13C,PART II,COMPLETED,2ND DIVISION,212,CONVENIENCE STORE                            ,3400 BLOCK W BROADWAY                                       ,LOUISVILLE,40211
29280,80-19-037582,2019/05/25 11:00:00,2019/05/24 22:30:00,ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,13A,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,300 BLOCK GLENDORA AVE                                      ,LOUISVILLE,40212
29281,80-19-037522,2019/05/25 02:50:00,2019/05/25 02:46:00,WEAPONS,CARRYING A CONCEALED DEADLY WEAPON,520,PART II,COMPLETED,5TH DIVISION,512,SERVICE / GAS STATION                        ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
29282,80-19-037649,2019/05/25 17:11:00,2019/05/25 17:09:00,VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE,290,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 22ND ST / PORTLAND AVE                                    ,LOUISVILLE,40203
29283,80-19-037373,2019/05/24 15:04:00,2019/05/24 14:49:00,ASSAULT,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,13B,PART II,COMPLETED,5TH DIVISION,512,HIGHWAY / ROAD / ALLEY                       ,BARDSTOWN RD / LONGEST AVE                                  ,LOUISVILLE,40204
29284,80-19-037203,2019/05/23 22:20:00,2019/05/23 22:17:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,423,PARK / PLAYGROUND                            ,3700 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215
29285,80-19-037257,2019/05/24 08:28:00,2019/05/23 18:30:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,5TH DIVISION,514,RESIDENCE / HOME                             ,3000 BLOCK CARSON WAY                                       ,LOUISVILLE,40205
29286,80-19-037582,2019/05/25 11:00:00,2019/05/24 22:30:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,300 BLOCK GLENDORA AVE                                      ,LOUISVILLE,40212
29287,80-19-037649,2019/05/25 17:11:00,2019/05/25 17:09:00,ROBBERY,ROBBERY - 1ST DEGREE,120,PART I,COMPLETED,1ST DIVISION,111,RESTAURANT                                   ,N 22ND ST / PORTLAND AVE                                    ,LOUISVILLE,40203
29288,80-19-037376,2019/05/24 14:58:00,2019/03/02 10:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2500 BLOCK WILSON AVE                                       ,LOUISVILLE,40210
29289,80-19-037316,2019/05/24 11:16:00,2019/05/23 16:30:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,2ND DIVISION,223,COMMERCIAL / OFFICE BUILDING                 ,800 BLOCK HUMLER ST                                         ,LOUISVILLE,40211
29290,80-19-037522,2019/05/25 02:50:00,2019/05/25 02:46:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,5TH DIVISION,512,SERVICE / GAS STATION                        ,1100 BLOCK BARDSTOWN RD                                     ,LOUISVILLE,40204
29291,80-19-037203,2019/05/23 22:20:00,2019/05/23 22:17:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN CONT SUBST 1ST DEG 1ST OFFENSE (>= 2 GMS METH,35A,PART II,COMPLETED,4TH DIVISION,423,PARK / PLAYGROUND                            ,3700 BLOCK TAYLOR BLVD                                      ,LOUISVILLE,40215
29292,80-19-037261,2019/05/24 08:14:00,2019/05/24 08:10:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY                       ,S 32ND ST / W MUHAMMAD ALI BLVD                             ,LOUISVILLE,40212
29293,80-19-037583,2019/05/25 11:30:00,2019/05/23 15:00:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME                             ,4600 BLOCK CLIFF AVE                                        ,LOUISVILLE,40215
29294,80-19-037649,2019/05/25 17:11:00,2019/05/25 17:09:00,DRUGS/ALCOHOL VIOLATIONS,POSS OF MARIJUANA,35A,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY                       ,N 22ND ST / PORTLAND AVE                                    ,LOUISVILLE,40203
29295,80-19-037378,2019/05/24 14:13:00,2019/05/24 14:13:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,200 BLOCK S 42ND ST                                         ,LOUISVILLE,40212
29296,80-19-037317,2019/05/24 11:39:00,2019/05/24 09:50:00,ASSAULT,HARASSMENT (NO PHYSICAL CONTACT),13C,PART II,COMPLETED,1ST DIVISION,135,CONVENIENCE STORE                            ,600 BLOCK E BROADWAY                                        ,LOUISVILLE,40202
29297,80-19-037382,2019/05/24 14:37:00,2019/05/24 14:03:00,THEFT/LARCENY,"TBUT OR DISP CONTROLLED SUB < $10,000",23H,PART I,COMPLETED,3RD DIVISION,334,OTHER RESIDENCE (APARTMENT/CONDO)            ,600 BLOCK VALLEY COLLEGE DR                                 ,LOUISVILLE,40272
29298,80-19-037386,2019/05/24 15:33:00,2019/05/23 21:00:00,MOTOR VEHICLE THEFT,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE,240,PART I,COMPLETED,3RD DIVISION,334,RESIDENCE / HOME                             ,5000 BLOCK KENDALL RD                                       ,LOUISVILLE,40272
29299,80-19-037387,2019/05/24 13:57:00,2019/05/01 08:00:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME                             ,2800 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE,40212
29300,80-19-037389,2019/05/24 15:42:00,2019/05/23 19:00:00,THEFT/LARCENY,TBUT OR DISP ALL OTHERS <  $500,23H,PART I,COMPLETED,4TH DIVISION,424,RESIDENCE / HOME                             ,1200 BLOCK QUEEN AVE                                        ,LOUISVILLE,40215
29301,80-19-037391,2019/05/24 15:48:00,2019/05/24 15:45:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,4TH DIVISION,411,OTHER / UNKNOWN                              ,1100 BLOCK S 4TH ST                                         ,LOUISVILLE,40203
29302,80-19-037392,2019/05/24 15:28:00,2019/05/24 15:25:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2300 BLOCK HALE AVE                                         ,LOUISVILLE,40210
29303,80-19-037392,2019/05/24 15:28:00,2019/05/24 15:25:00,ASSAULT,MENACING,13C,PART II,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2300 BLOCK HALE AVE                                         ,LOUISVILLE,40210
29304,80-19-037395,2019/05/24 16:08:00,2019/05/24 14:33:00,FRAUD,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT,26C,PART II,COMPLETED,2ND DIVISION,234,RESIDENCE / HOME                             ,1900 BLOCK S 28TH ST                                        ,LOUISVILLE,40210
29305,80-19-037394,2019/05/24 15:52:00,2019/05/24 15:51:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,13B,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME                             ,1000 BLOCK BEECHER ST                                       ,LOUISVILLE,40215
29306,80-19-037400,2019/05/24 16:20:00,2019/05/23 23:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,4TH DIVISION,412,RESIDENCE / HOME                             ,2100 BLOCK CRITTENDEN DR                                    ,LOUISVILLE,40217
29307,80-19-037401,2019/05/24 16:25:00,2019/05/24 08:00:00,MOTOR VEHICLE THEFT,"TBUT OR DISP AUTO > $500 BUT < $10,000",240,PART I,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,10200 BLOCK CASA LANDA DR                                   ,LOUISVILLE,40272
29308,80-19-037402,2019/05/24 16:30:00,2019/05/23 17:00:00,OTHER,RECOVERY OF STOLEN PROPERTY,90Z,PART II,COMPLETED,7TH DIVISION,736,HIGHWAY / ROAD / ALLEY                       ,8200 BLOCK MINOR LN                                         ,LOUISVILLE,40219
29309,80-19-037403,2019/05/24 16:00:00,2019/05/22 09:00:00,THEFT/LARCENY,"TBUT OR DISP ALL OTHERS > $500 BUT < $10,000",23H,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,2600 BLOCK BROWNS LN                                        ,LOUISVILLE,40220
29310,80-19-037406,2019/05/24 16:34:00,2019/05/23 19:00:00,THEFT/LARCENY,TBUT OR DISP FIREARM,23H,PART I,COMPLETED,6TH DIVISION,624,RESIDENCE / HOME                             ,3400 BLOCK WESTWOOD FARMS DR                                ,LOUISVILLE,40220
29311,80-19-037406,2019/05/24 16:34:00,2019/05/23 19:00:00,THEFT/LARCENY,RECEIVING STOLEN PROPERTY (FIREARM),280,PART II,COMPLETED,6TH DIVISION,624,HIGHWAY / ROAD / ALLEY                       ,3400 BLOCK WESTWOOD FARMS DR                                ,LOUISVILLE,40220
29312,80-19-037411,2019/05/24 16:02:00,2019/04/16 21:15:00,ASSAULT,WANTON ENDANGERMENT-1ST DEGREE,13A,PART I,COMPLETED,3RD DIVISION,315,PARKING LOT / GARAGE                         ,7800 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258
29313,80-19-037412,2019/05/24 16:43:00,2019/05/23 22:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,316,NON-ATTACHED RESD GARAGE/SHED/BULD           ,3000 BLOCK SUMMER CIR                                       ,LOUISVILLE,40272
29314,80-19-037413,2019/05/24 15:33:00,2019/05/24 12:47:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,800 BLOCK S 25TH ST                                         ,LOUISVILLE,40211
29315,80-19-037415,2019/05/24 16:57:00,2019/05/24 16:31:00,ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,13B,PART II,COMPLETED,2ND DIVISION,211,RESIDENCE / HOME                             ,3200 BLOCK HERMAN ST                                        ,LOUISVILLE,40212
29316,80-19-037418,2019/05/24 16:56:00,2019/05/21 16:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,4TH DIVISION,423,NON-ATTACHED RESD GARAGE/SHED/BULD           ,1600 BLOCK PHYLLIS AVE                                      ,LOUISVILLE,40215
29317,80-19-037419,2019/05/24 16:38:00,2019/05/24 15:38:00,THEFT/LARCENY,TBUT OR DISP SHOPLIFTING < $500,23C,PART I,COMPLETED,6TH DIVISION,612,SERVICE / GAS STATION                        ,6500 BLOCK PRESTON HWY                                      ,LOUISVILLE,40219
29318,80-19-037421,2019/05/24 17:09:00,2019/05/24 16:45:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO)            ,1200 BLOCK MOORE CT                                         ,LOUISVILLE,40210
29319,80-19-037423,2019/05/24 17:30:00,2019/05/24 15:07:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,331,OTHER / UNKNOWN                              ,4800 BLOCK DIXIE HWY                                        ,LOUISVILLE,40216
29320,80-19-037426,2019/05/24 18:00:00,2018/09/01 09:00:00,BURGLARY,BURGLARY - 3RD DEGREE,220,PART I,COMPLETED,3RD DIVISION,315,RENTAL / STORAGE FACILITY                    ,10000 BLOCK DIXIE HWY                                       ,LOUISVILLE,40272
29321,80-19-037425,2019/05/24 17:37:00,2019/05/24 17:25:00,THEFT/LARCENY,RECEIVING STOLEN PROPERTY (FIREARM),280,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK HELCK AVE                                        ,LOUISVILLE,40213
29322,80-19-037425,2019/05/24 17:37:00,2019/05/24 17:25:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK HELCK AVE                                        ,LOUISVILLE,40213
29323,80-19-037425,2019/05/24 17:37:00,2019/05/24 17:25:00,DRUGS/ALCOHOL VIOLATIONS,TRAF IN MARIJUANA-8 OZ TO < 5 LBS-1ST OFFENSE,35A,PART II,COMPLETED,6TH DIVISION,612,HIGHWAY / ROAD / ALLEY                       ,1300 BLOCK HELCK AVE                                        ,LOUISVILLE,40213
29324,80-19-037427,2019/05/24 16:39:00,2019/05/24 13:00:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,7TH DIVISION,712,RESIDENCE / HOME                             ,10200 BLOCK LANDWOOD DR                                     ,LOUISVILLE,40291
29325,80-19-037429,2019/05/24 17:46:00,2019/05/24 02:00:00,THEFT/LARCENY,"THEFT BY DECEPTION-INCL COLD CHECKS U/$10,000",23H,PART I,COMPLETED,2ND DIVISION,223,RESIDENCE / HOME                             ,2600 BLOCK GARLAND AVE                                      ,LOUISVILLE,40211
29326,80-19-037431,2019/05/24 17:49:00,2019/05/24 13:30:00,THEFT/LARCENY,TBUT OR DISP FROM BUILDING < $500,23D,PART I,COMPLETED,3RD DIVISION,331,ATM SEPARATE FROM BANK                       ,7300 BLOCK ST ANDREWS CHURCH RD                             ,LOUISVILLE,40214
29327,80-19-037432,2019/05/24 17:55:00,2019/05/24 15:54:00,FRAUD,"FRAUDULENT USE OF CREDIT CARDS U/$10,000",26B,PART II,COMPLETED,3RD DIVISION,315,DEPARTMENT / DISCOUNT STORE                  ,7800 BLOCK DIXIE HWY                                        ,LOUISVILLE,40258
29328,80-19-037433,2019/05/24 17:58:00,2019/05/24 12:50:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,7TH DIVISION,723,SCHOOL - ELEMENTARY / SECONDARY              ,6400 BLOCK OUTER LOOP                                       ,LOUISVILLE,40228
29329,80-19-037435,2019/05/24 17:33:00,2019/05/24 15:23:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,2ND DIVISION,225,RESIDENCE / HOME                             ,1500 BLOCK S 9TH ST                                         ,LOUISVILLE,40208
29330,80-19-037436,2019/05/24 17:25:00,2019/05/24 17:18:00,WEAPONS,CARRYING A CONCEALED DEADLY WEAPON,520,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
29331,80-19-037436,2019/05/24 17:25:00,2019/05/24 17:18:00,FRAUD,SELL/TRANSFER SIMULATED CONTROLLED SUBSTANCE-1ST OFFENSE,250,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
29332,80-19-037436,2019/05/24 17:25:00,2019/05/24 17:18:00,DRUGS/ALCOHOL VIOLATIONS,POSS FOR SALE/TRANSFER SIMULATED CONT SUB-1ST OFFENSE,35A,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
29333,80-19-037436,2019/05/24 17:25:00,2019/05/24 17:18:00,DRUGS/ALCOHOL VIOLATIONS,DRUG PARAPHERNALIA - BUY/POSSESS,35B,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
29334,80-19-037436,2019/05/24 17:25:00,2019/05/24 17:18:00,DRUGS/ALCOHOL VIOLATIONS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE),35A,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY                       ,S FLOYD ST / WOODBINE ST                                    ,LOUISVILLE,40208
29335,80-19-037437,2019/05/24 18:02:00,2019/05/24 17:00:00,OTHER,PROPERTY LOST OR ABANDONED NON CRIMINAL,90Z,PART II,COMPLETED,7TH DIVISION,735,PARKING LOT / GARAGE                         ,4800 BLOCK OUTER LOOP                                       ,LOUISVILLE,40219
29336,80-19-037438,2019/05/24 17:44:00,2019/05/24 17:27:00,THEFT/LARCENY,"TBUT OR DISP FROM BLDG $500 OR > BUT < $10,000",23D,PART I,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME                             ,3200 BLOCK CAWEIN WAY                                       ,LOUISVILLE,40220
29337,80-19-037439,2019/05/24 17:02:00,2019/05/24 08:00:00,BURGLARY,BURGLARY - 2ND DEGREE,220,PART I,COMPLETED,5TH DIVISION,512,RESIDENCE / HOME                             ,1300 BLOCK MORTON AVE                                       ,LOUISVILLE,40204
29338,80-19-037441,2019/05/24 17:53:00,2019/05/24 16:50:00,ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY),13B,PART II,COMPLETED,1ST DIVISION,112,SERVICE / GAS STATION                        ,2600 BLOCK W BROADWAY                                       ,LOUISVILLE,40211
29339,80-19-037445,2019/05/24 18:16:00,2019/05/24 08:15:00,VEHICLE BREAK-IN/THEFT,TBUT OR DISP CONTENTS FROM VEH < $500,23F,PART I,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,500 BLOCK S 2ND ST                                          ,LOUISVILLE,40202
29340,80-19-037446,2019/05/24 18:30:00,2019/05/24 17:30:00,ASSAULT,MENACING,13C,PART II,COMPLETED,4TH DIVISION,436,HIGHWAY / ROAD / ALLEY                       ,1200 BLOCK W ASHLAND AVE                                    ,LOUISVILLE,40215
29341,80-19-037584,2019/05/25 11:33:00,2019/05/21 06:40:00,OTHER,MISSING PERSONS,90Z,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME                             ,7100 BLOCK MEIHAUS WAY                                      ,LOUISVILLE,40272
29342,80-19-037205,2019/05/23 22:24:00,2019/05/23 22:20:00,VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE,290,PART II,COMPLETED,1ST DIVISION,123,PARKING LOT / GARAGE                         ,600 BLOCK S 5TH ST                                          ,LOUISVILLE,40202
